title,company,location,city,salary
"Product Lead, Machine Learning & AI",Celonis SE,New York NY Chelsea area,New+York,233000.0
Executive Director - Natural Language Processing / AI/ML Engineering Lead,"JPMorgan Chase Bank, N.A.",New York NY,New+York,257500.0
Machine Learning Engineer,Marsh,New York NY Midtown area,New+York,192370.0
Solution Lead (Data Engineering),Accordion Partners,New York NY Midtown area,New+York,170000.0
"Machine Learning Platform Engineer, Corporate Vice President",New York Life Insurance Co,Hybrid remote in New York NY location,New+York,145000.0
Senior Data Analyst - ETL Pipelining,Bloomberg,New York NY,New+York,130000.0
"Executive Director, Data Management",Eikon Therapeutics,New York NY location,New+York,266500.0
Senior Data Engineer - Artificial Intelligence & Human Health,Mount Sinai,New York NY,New+York,136347.5
"CVP, Director of Data Science, Marketing Sales and Geospatial Analytics",New York Life Insurance Co,Remote in New York State location,New+York,147500.0
Senior Machine Learning Engineer – Document Intelligence,Kensho,New York NY Financial District area location,New+York,212500.0
Executive Director - Applied AI ML Director,"JPMorgan Chase Bank, N.A.",New York NY,New+York,262500.0
"CCB Data and Analytics - VP - Applied AI/ML - New York, Plano, Columbus, Chicago, and/or Jersey City","JPMorgan Chase Bank, N.A.",New York NY,New+York,191125.0
Data Engineer - Artificial Intelligence Group,Bloomberg,New York NY,New+York,200000.0
Administrative Coordinator - Artificial Intelligence & Human Health Institute,Mount Sinai,New York NY,New+York,66455.5
Machine Learning Engineer,Ntropy Network,Remote in New York NY,New+York,72000.0
"Senior Data Analyst, Management Data Analysis OE",National Grid,Syracuse NY Downtown area,New+York,78500.0
Analytic Consultant - Deep Learning,CVS Health,New York State,New+York,94350.0
"Senior Software Engineer II, Machine Learning, Risk Engineering",Etsy,Brooklyn NY,New+York,200000.0
Senior Statistical Analyst,Dassault Systèmes,Remote in New York NY,New+York,133500.0
Clinical Data Manager- Informaticist (Senior Quality Data Analyst) Corporate (Hybrid),Mount Sinai,New York NY,New+York,109615.0
Principal Statistician,Dassault Systèmes,Remote in New York NY,New+York,183750.0
Computational Biologist (Machine Learning) - Center for Disease Neurogenomics,Mount Sinai,New York NY,New+York,120576.5
Legal Data Analyst,Bloomberg,New York NY,New+York,97500.0
"Determined AI - Full Stack Software Engineer, SaaS",Hewlett Packard Enterprise,New York NY,New+York,152200.0
Sr Full Stack Developer - Machine Learning,Saks,New York NY Garment District area,New+York,168000.0
Senior Software Engineer - Media Data Science,Bloomberg,New York NY locations,New+York,200000.0
VP Model Risk - CIB Forecasting,"JPMorgan Chase Bank, N.A.",Brooklyn NY,New+York,161500.0
"Model Validation and Governance, Senior Associate",New York Life Insurance Co,Remote in New York State,New+York,120000.0
Research Informatics Data & Software Engineer,Weill Cornell Medicine,New York NY Midtown area,New+York,116200.0
Senior Director of Statistics,Medidata Solutions,Remote in New York NY,New+York,215000.0
Senior NLP Research Engineer - Artificial Intelligence Group,Bloomberg,New York NY,New+York,207500.0
Machine Learning Engineer,S&P Global,Albany NY location,New+York,128850.0
Machine Learning Senior Engineer,Conde Nast,New York NY,New+York,175000.0
Senior Consultant (Data Engineering),Accordion Partners,New York NY Midtown area location,New+York,137500.0
Technical Product Manager - Machine Learning Platforms & Compute Infrastructure - CTO Office,Bloomberg,New York NY,New+York,217500.0
Senior MLOps Engineer - Artificial Intelligence Group,Bloomberg,New York NY,New+York,200000.0
Senior Director of Statistics,Dassault Systèmes,Remote in New York NY,New+York,215000.0
"Data Scientist I, Risk Analytics",Oscar Health,Remote in New York NY,New+York,133385.0
Senior Statistical Analyst,Medidata Solutions,Remote in New York NY,New+York,133500.0
Data Scientist,AllocateRite,New York NY Financial District area,New+York,72000.0
Data Scientist Marketing,Thorne Research,New York NY Midtown area,New+York,157500.0
Data Scientist (FT),OTG Management,New York NY NoMad area,New+York,92500.0
Network Data Scientist,Altana AI,Remote in Brooklyn NY,New+York,155000.0
Data Scientist,EXARCA INC,Remote in New York NY,New+York,125000.0
Quantitative Researcher,Orsus Research,Temporarily Remote in New York NY,New+York,225000.0
Staff Data Scientist,FuboTV,Remote in New York NY,New+York,72000.0
Senior Data Scientist,New York State Housing Finance Agency,New York NY Midtown area,New+York,72000.0
Sr. Data Analyst,Thirty Madison,New York NY,New+York,166250.0
"Manager, Data Science","Lokavant, Inc.",Remote in New York NY,New+York,150000.0
"VP, Data Science",MediaMath,Remote in New York NY,New+York,265500.0
Senior Data Scientist,"Constellation Software, Inc.",Remote in New York NY,New+York,162500.0
"Senior Data Scientist, Content and Music",Peloton,Hybrid remote in New York NY,New+York,197950.0
"Associate Educator, Data Scientist",BrainStation,New York NY,New+York,82500.0
Senior Data Analyst,TeachersPayTeachers,New York NY,New+York,138500.0
Senior Data Scientist,Recruiting From Scratch,Remote in New York NY,New+York,192500.0
Data Engineer,UpLadder,New York NY,New+York,175500.0
Lead Data Scientist,Purple Drive Technologies,New York NY Chelsea area,New+York,131500.0
AWS / Data Engineer ($160K - $170K),"ASAP Solutions Group, LLC",Hybrid remote in New York NY,New+York,165000.0
"Director, Data Science",Circle,Remote in New York NY,New+York,250000.0
Applied Scientist - Text-To-Speech (TTS),Veritone,Remote in New York NY,New+York,72000.0
"Data Scientist - Fund Distribution, TIFIN",TIFIN,New York NY,New+York,155000.0
Senior Data Scientist,Enigma,Remote in New York NY,New+York,210000.0
Data Scientist,Fund For Public Health In New York Inc,Long Island City NY,New+York,72000.0
Senior Data Analyst,Melio,New York NY,New+York,154000.0
Senior Data Analyst,Billie,Remote in New York NY,New+York,130000.0
Senior Data Analyst,DigitalOcean,Remote in New York NY,New+York,127500.0
"Data Science Associate, Evaluation",Harlem Children's Zone,New York NY East Harlem area,New+York,72500.0
Mathematical Engineer,Boom Entertainment,Remote in Remote NY,New+York,100000.0
Senior Data Analyst,Parsley Health,Remote in New York NY,New+York,72000.0
Machine Learning Engineer,Neal Analytics,Remote in New York NY,New+York,72000.0
Vice President of Data Analytics,ICL inc,New York NY Financial District area,New+York,72000.0
Data Science & Analytics Developer,ITExpertUS,New York NY,New+York,72000.0
"Associate Director, Data Science",Digitas,New York NY SoHo area,New+York,137000.0
Staff Data Engineer,Crisis Text Line,Remote in New York NY,New+York,152000.0
Public Health Statistician (Data Scientist),New York City Department of Health and Mental...,Queens NY,New+York,90803.0
"Director, Data Science and Machine Learning",Daily Harvest,Remote in New York NY,New+York,230000.0
Machine Learning Engineer,EliseAI,New York NY,New+York,287500.0
Director of Data Science - Remote,WorkFusion,Remote in New York NY,New+York,237500.0
Sr. Data Scientist,IPRO,Lake Success NY,New+York,85000.0
"Associate Director, Data Science and Analytics",Razorfish,New York NY SoHo area,New+York,142750.0
"Senior Data Analyst, Finance Reporting",Circle,Remote in New York NY,New+York,145000.0
"Staff Scientist (machine learning and statistical genetics), Knowles Lab",New York Genome Center,Hybrid remote in New York NY,New+York,95500.0
Senior Data Analyst,Goldbelly,New York NY,New+York,110000.0
"Senior Data Analyst, Client Reporting & Analytics",Cityblock Health,Remote in New York NY,New+York,122500.5
Data Science Consultant,Sia Partners,Hybrid remote in New York NY,New+York,103000.0
Senior Data Analyst,BQBP INC,Hybrid remote in Staten Island NY,New+York,70000.0
"Instructor, Data Science",The Flatiron School,Remote in New York NY,New+York,87500.0
Senior Game Security Data Scientist,Rockstar Games,New York NY SoHo area,New+York,156650.0
Machine Learning Researcher,Hudson River Trading,New York NY Financial District area,New+York,237500.0
"Sr. Data Analyst, Provider Relations",EmblemHealth,New York NY,New+York,85000.0
Senior Marketing Data Analyst,Direct Agents,Hybrid remote in New York NY,New+York,100000.0
Postdoc in Machine Learning in Genomics – Koo Lab,Koo Lab at Cold Spring Harbor Laboratory,Cold Spring Harbor NY,New+York,68500.0
Senior Data Analyst /SAS Programmer,IPRO,Remote in Lake Success NY,New+York,74000.0
"Director of Machine Learning, Trade Compliance",Altana AI,Remote in Brooklyn NY,New+York,245000.0
Senior Product Manager - Data Science,TripleLift,New York NY Flatiron area,New+York,158500.0
Senior Healthcare Data Analyst,Healthcare Association of New York State,Rensselaer NY,New+York,75500.0
Senior Data Analyst,"Morgan & Morgan, P.A.",Brooklyn NY,New+York,77500.0
"Associate Director, Data Science",Zenith,New York NY SoHo area,New+York,137000.0
Senior Data Analyst,Energy Aspects Ltd,New York NY Financial District area,New+York,105000.0
Sr. Machine Learning Engineer,Runway,Remote in New York NY,New+York,187500.0
Senior Backend Engineer (AI Startup),Recruiting From Scratch,Remote in Ithaca NY,New+York,150000.0
Machine Learning Staff Engineer (Senior),PubMatic,Hybrid remote in New York NY,New+York,250000.0
Senior / Staff NLP Engineer (Speech to Text Startup),Recruiting From Scratch,Remote in New York NY,New+York,210000.0
"Director of Engineering, Machine Learning",SourceScrub,Remote in New York NY,New+York,72000.0
Senior Data Analyst,Rokt,Hybrid remote in New York NY,New+York,132500.0
Senior Data Analyst,TuneCore,Hybrid remote in New York NY,New+York,117500.0
Senior Machine Learning Engineer,Recruiting From Scratch,Remote in New York NY,New+York,175000.0
"Postdoctoral researcher (machine learning and statistical genetics), Knowles Lab",New York Genome Center,Hybrid remote in New York NY,New+York,63250.0
Senior Machine Learning Engineer - NYC,Rokt,Hybrid remote in New York NY,New+York,250000.0
CFO Technology - Solution Lead (Data Engineering),Accordion Partners,New York NY Midtown area,New+York,170000.0
Senior Machine Learning Engineer,Recruiting From Scratch,Remote in New York NY locations,New+York,175000.0
Senior Data Science Consultant,Sia Partners,Hybrid remote in New York NY,New+York,123500.0
Senior Machine Learning Engineer (Pre-IPO Startup),Recruiting From Scratch,Hybrid remote in Brooklyn NY locations,New+York,250000.0
Principal Machine Learning Engineer (Pre-IPO Startup),Recruiting From Scratch,Remote in New York NY locations,New+York,175000.0
Senior Data Scientist - Remote,UnitedHealth Group,Remote in Austin TX,Austin,114500.0
Senior Data Scientist (Full Stack),Zynga,Remote in Austin TX,Austin,140500.0
Lead Data Scientist,S&P Global,Remote in Austin TX,Austin,160000.0
Statistical Analyst (Remote),Pearson,Remote in Austin TX,Austin,59000.0
Machine Learning Algorithm Design and Analysis Scientist,University of Texas at Austin,Austin TX Downtown area,Austin,134000.0
R&D Data Analysis Software Engineering Scientist,University of Texas at Austin,Austin TX Downtown area,Austin,134000.0
Machine Learning Algorithm Developer,University of Texas at Austin,Austin TX University of Texas area,Austin,134000.0
Sr Data Analyst,GitHub,Remote in Austin TX,Austin,72000.0
Postdoctoral Data Scientist,University of Texas at Austin,Austin TX Downtown area,Austin,72000.0
Senior AI Engineer,CharterUP,Austin TX Downtown area,Austin,165000.0
Data Scientist,Shipwell,Remote in Austin TX,Austin,140000.0
Data Scientist,Cloudflare,Remote in Austin TX,Austin,124000.0
Associate Data Scientist (Remote),Adlucent,Remote in Austin TX,Austin,90000.0
Machine Learning Engineer L-1,Lauretta AI LLC,Austin TX Hancock area,Austin,86500.0
Entry Level Data Scientist - Machine Learning Algorithms - 482033,I28 Technologies Corporation,Austin TX Hancock area,Austin,51000.0
Senior Data Scientist,Recruiting From Scratch,Remote in Austin TX locations,Austin,192500.0
Senior Data Scientist - Ads Sales (Remote),Quora,Remote in Austin TX,Austin,150000.0
Machine Learning Engineer,Apolis,Austin TX Hancock area,Austin,135000.0
AI/ML Engineer,Emonics LLC,Austin TX,Austin,135000.0
ML Engineer L-1,Lauretta AI LLC,Austin TX Hancock area,Austin,85000.0
"Senior Data Analyst, Federal Civilian (remote)",Ad Hoc Team,Remote in Austin TX,Austin,98800.0
Sr. Data Analyst,Veridian Tech Solution,Austin TX,Austin,72000.0
"Sr. Staff Engineer, Backend (Data Team)",Veritone,Remote in Austin TX,Austin,72000.0
Senior Machine Learning Engineer,Recruiting From Scratch,Remote in Austin TX,Austin,175000.0
Senior Backend Engineer (AI Startup),Recruiting From Scratch,Remote in Austin TX,Austin,150000.0
Applied Machine Learning Engineer,ClientSolv Technologies,Remote in Austin TX,Austin,140000.0
Big Data Engineer - PySpark,Logic20/20 Inc.,Austin TX,Austin,72000.0
Senior / Staff NLP Engineer (Speech to Text Startup),Recruiting From Scratch,Remote in Austin TX,Austin,210000.0
Principal Machine Learning Engineer (Pre-IPO Startup),Recruiting From Scratch,Remote in Austin TX,Austin,175000.0
Senior Machine Learning Engineer (Pre-IPO Startup),Recruiting From Scratch,Hybrid remote in Austin TX,Austin,250000.0
2023 AI & Data Science Full Time Analyst,"JPMorgan Chase Bank, N.A.",Chicago IL location,Chicago,117375.0
Lead Data Scientist,CVS Health,Remote in Chicago IL,Chicago,152000.0
Data Scientist (Hybrid),ACE Hardware,Oak Brook IL,Chicago,89900.0
Data Scientist Strategic Analytics,Ulta Beauty,Bolingbrook IL,Chicago,132150.0
Data Scientist,Koch Minerals & Trading,Chicago IL The Loop area,Chicago,130000.0
Senior Data Analyst,Guggenheim Partners,Chicago IL The Loop area,Chicago,190000.0
Lead Data Scientist,S&P Global,Chicago IL Loop area,Chicago,155000.0
Senior Data Scientist - Retail,CVS Health,Hybrid remote in Chicago IL,Chicago,121000.0
Data Architect (On-site),Cognizant,Oakbrook Terrace IL,Chicago,150000.0
"Manager, Data Science",Impact Solutions,Chicago IL location,Chicago,149800.0
Senior Data Analyst,U.S. Bank National Association,Chicago IL Loop area,Chicago,108132.5
